project_id,project_name,construct_id,construct_identifier,spec_id,spec_name,task,model,score,prompt_id,metric_name,metric_measurements,metric_count
114ba2fa-8bae-4e19-8f46-3fbef23b4a98,BitNet,ed0e05d2-3f39-4f23-b645-56d627a7f46f,ggml.c:12402-12505,9c610517-64eb-495f-a67a-027d788bedd1,gpt-4-o-bedd1,Quality,claude-v37-sonnet,1.0,5d45ab71-6ae3-454f-b2c8-215fd636ce42,llm_score,1.0,1
114ba2fa-8bae-4e19-8f46-3fbef23b4a98,BitNet,ed0e05d2-3f39-4f23-b645-56d627a7f46f,ggml.c:12402-12505,9c610517-64eb-495f-a67a-027d788bedd1,gpt-4-o-bedd1,Quality,gpt-41,2.0,5d45ab71-6ae3-454f-b2c8-215fd636ce42,llm_score,2.0,1
114ba2fa-8bae-4e19-8f46-3fbef23b4a98,BitNet,ed0e05d2-3f39-4f23-b645-56d627a7f46f,ggml.c:12402-12505,9c610517-64eb-495f-a67a-027d788bedd1,gpt-4-o-bedd1,Quality,gemini-v25-pro,2.0,5d45ab71-6ae3-454f-b2c8-215fd636ce42,llm_score,2.0,1
114ba2fa-8bae-4e19-8f46-3fbef23b4a98,BitNet,ed0e05d2-3f39-4f23-b645-56d627a7f46f,ggml.c:12402-12505,1362dab2-f454-49a6-bf98-722750fb36b3,gpt-4-o-b36b3,Performance,gpt-41,0.0,acd8e185-a9d2-4cb7-a219-71158c0f122a,llm_score,0.0,1
114ba2fa-8bae-4e19-8f46-3fbef23b4a98,BitNet,ed0e05d2-3f39-4f23-b645-56d627a7f46f,ggml.c:12402-12505,1362dab2-f454-49a6-bf98-722750fb36b3,gpt-4-o-b36b3,Performance,claude-v37-sonnet,0.0,acd8e185-a9d2-4cb7-a219-71158c0f122a,llm_score,0.0,1
114ba2fa-8bae-4e19-8f46-3fbef23b4a98,BitNet,ed0e05d2-3f39-4f23-b645-56d627a7f46f,ggml.c:12402-12505,1362dab2-f454-49a6-bf98-722750fb36b3,gpt-4-o-b36b3,Performance,gemini-v25-pro,0.0,acd8e185-a9d2-4cb7-a219-71158c0f122a,llm_score,0.0,1
114ba2fa-8bae-4e19-8f46-3fbef23b4a98,BitNet,ed0e05d2-3f39-4f23-b645-56d627a7f46f,ggml.c:12402-12505,1362dab2-f454-49a6-bf98-722750fb36b3,gpt-4-o-b36b3,Quality,gpt-41,1.0,5d45ab71-6ae3-454f-b2c8-215fd636ce42,llm_score,1.0,1
114ba2fa-8bae-4e19-8f46-3fbef23b4a98,BitNet,ed0e05d2-3f39-4f23-b645-56d627a7f46f,ggml.c:12402-12505,1362dab2-f454-49a6-bf98-722750fb36b3,gpt-4-o-b36b3,Quality,claude-v37-sonnet,1.5,5d45ab71-6ae3-454f-b2c8-215fd636ce42,llm_score,1.5,1
114ba2fa-8bae-4e19-8f46-3fbef23b4a98,BitNet,ed0e05d2-3f39-4f23-b645-56d627a7f46f,ggml.c:12402-12505,1362dab2-f454-49a6-bf98-722750fb36b3,gpt-4-o-b36b3,Quality,gemini-v25-pro,-1.0,5d45ab71-6ae3-454f-b2c8-215fd636ce42,llm_score,-1.0,1
114ba2fa-8bae-4e19-8f46-3fbef23b4a98,BitNet,ed0e05d2-3f39-4f23-b645-56d627a7f46f,ggml.c:12402-12505,3bf7737f-f425-41f9-aaac-5e1c845bd334,gpt-4-o-bd334,Performance,claude-v37-sonnet,0.0,acd8e185-a9d2-4cb7-a219-71158c0f122a,llm_score,0.0,1
114ba2fa-8bae-4e19-8f46-3fbef23b4a98,BitNet,ed0e05d2-3f39-4f23-b645-56d627a7f46f,ggml.c:12402-12505,3bf7737f-f425-41f9-aaac-5e1c845bd334,gpt-4-o-bd334,Performance,gemini-v25-pro,0.0,acd8e185-a9d2-4cb7-a219-71158c0f122a,llm_score,0.0,1
114ba2fa-8bae-4e19-8f46-3fbef23b4a98,BitNet,ed0e05d2-3f39-4f23-b645-56d627a7f46f,ggml.c:12402-12505,3bf7737f-f425-41f9-aaac-5e1c845bd334,gpt-4-o-bd334,Performance,gpt-41,0.0,acd8e185-a9d2-4cb7-a219-71158c0f122a,llm_score,0.0,1
114ba2fa-8bae-4e19-8f46-3fbef23b4a98,BitNet,ed0e05d2-3f39-4f23-b645-56d627a7f46f,ggml.c:12402-12505,3bf7737f-f425-41f9-aaac-5e1c845bd334,gpt-4-o-bd334,Quality,gpt-41,1.0,5d45ab71-6ae3-454f-b2c8-215fd636ce42,llm_score,1.0,1
114ba2fa-8bae-4e19-8f46-3fbef23b4a98,BitNet,ed0e05d2-3f39-4f23-b645-56d627a7f46f,ggml.c:12402-12505,3bf7737f-f425-41f9-aaac-5e1c845bd334,gpt-4-o-bd334,Quality,claude-v37-sonnet,1.5,5d45ab71-6ae3-454f-b2c8-215fd636ce42,llm_score,1.5,1
114ba2fa-8bae-4e19-8f46-3fbef23b4a98,BitNet,ed0e05d2-3f39-4f23-b645-56d627a7f46f,ggml.c:12402-12505,3bf7737f-f425-41f9-aaac-5e1c845bd334,gpt-4-o-bd334,Quality,gemini-v25-pro,2.0,5d45ab71-6ae3-454f-b2c8-215fd636ce42,llm_score,2.0,1
114ba2fa-8bae-4e19-8f46-3fbef23b4a98,BitNet,8ed9280e-5342-4800-91a1-0e9e16f1a1fa,ggml.c:12582-13263,c5f9756b-ac08-4552-8c04-90874c2394c7,gpt-4-o-394c7,Performance,gpt-41,0.0,acd8e185-a9d2-4cb7-a219-71158c0f122a,llm_score,0.0,1
114ba2fa-8bae-4e19-8f46-3fbef23b4a98,BitNet,8ed9280e-5342-4800-91a1-0e9e16f1a1fa,ggml.c:12582-13263,c5f9756b-ac08-4552-8c04-90874c2394c7,gpt-4-o-394c7,Performance,gemini-v25-pro,0.0,acd8e185-a9d2-4cb7-a219-71158c0f122a,llm_score,0.0,1
114ba2fa-8bae-4e19-8f46-3fbef23b4a98,BitNet,8ed9280e-5342-4800-91a1-0e9e16f1a1fa,ggml.c:12582-13263,c5f9756b-ac08-4552-8c04-90874c2394c7,gpt-4-o-394c7,Performance,claude-v37-sonnet,1.7000000000000002,acd8e185-a9d2-4cb7-a219-71158c0f122a,llm_score,1.7000000000000002,1
114ba2fa-8bae-4e19-8f46-3fbef23b4a98,BitNet,8ed9280e-5342-4800-91a1-0e9e16f1a1fa,ggml.c:12582-13263,c5f9756b-ac08-4552-8c04-90874c2394c7,gpt-4-o-394c7,Quality,gpt-41,1.0,5d45ab71-6ae3-454f-b2c8-215fd636ce42,llm_score,1.0,1
114ba2fa-8bae-4e19-8f46-3fbef23b4a98,BitNet,8ed9280e-5342-4800-91a1-0e9e16f1a1fa,ggml.c:12582-13263,c5f9756b-ac08-4552-8c04-90874c2394c7,gpt-4-o-394c7,Quality,gemini-v25-pro,2.0,5d45ab71-6ae3-454f-b2c8-215fd636ce42,llm_score,2.0,1
114ba2fa-8bae-4e19-8f46-3fbef23b4a98,BitNet,8ed9280e-5342-4800-91a1-0e9e16f1a1fa,ggml.c:12582-13263,c5f9756b-ac08-4552-8c04-90874c2394c7,gpt-4-o-394c7,Quality,claude-v37-sonnet,1.0,5d45ab71-6ae3-454f-b2c8-215fd636ce42,llm_score,1.0,1
114ba2fa-8bae-4e19-8f46-3fbef23b4a98,BitNet,8ed9280e-5342-4800-91a1-0e9e16f1a1fa,ggml.c:12582-13263,e7919761-c5e7-480f-94df-2254d3a8e68c,gpt-4-o-8e68c,Performance,gpt-41,0.0,acd8e185-a9d2-4cb7-a219-71158c0f122a,llm_score,0.0,1
114ba2fa-8bae-4e19-8f46-3fbef23b4a98,BitNet,8ed9280e-5342-4800-91a1-0e9e16f1a1fa,ggml.c:12582-13263,e7919761-c5e7-480f-94df-2254d3a8e68c,gpt-4-o-8e68c,Performance,claude-v37-sonnet,0.0,acd8e185-a9d2-4cb7-a219-71158c0f122a,llm_score,0.0,1
114ba2fa-8bae-4e19-8f46-3fbef23b4a98,BitNet,8ed9280e-5342-4800-91a1-0e9e16f1a1fa,ggml.c:12582-13263,e7919761-c5e7-480f-94df-2254d3a8e68c,gpt-4-o-8e68c,Performance,gemini-v25-pro,0.0,acd8e185-a9d2-4cb7-a219-71158c0f122a,llm_score,0.0,1
114ba2fa-8bae-4e19-8f46-3fbef23b4a98,BitNet,8ed9280e-5342-4800-91a1-0e9e16f1a1fa,ggml.c:12582-13263,e7919761-c5e7-480f-94df-2254d3a8e68c,gpt-4-o-8e68c,Quality,claude-v37-sonnet,1.5,5d45ab71-6ae3-454f-b2c8-215fd636ce42,llm_score,1.5,1
114ba2fa-8bae-4e19-8f46-3fbef23b4a98,BitNet,8ed9280e-5342-4800-91a1-0e9e16f1a1fa,ggml.c:12582-13263,e7919761-c5e7-480f-94df-2254d3a8e68c,gpt-4-o-8e68c,Quality,gpt-41,1.5,5d45ab71-6ae3-454f-b2c8-215fd636ce42,llm_score,1.5,1
114ba2fa-8bae-4e19-8f46-3fbef23b4a98,BitNet,8ed9280e-5342-4800-91a1-0e9e16f1a1fa,ggml.c:12582-13263,e7919761-c5e7-480f-94df-2254d3a8e68c,gpt-4-o-8e68c,Quality,gemini-v25-pro,2.0,5d45ab71-6ae3-454f-b2c8-215fd636ce42,llm_score,2.0,1
114ba2fa-8bae-4e19-8f46-3fbef23b4a98,BitNet,8ed9280e-5342-4800-91a1-0e9e16f1a1fa,ggml.c:12582-13263,dbdc8097-737b-4b84-afeb-3654fcf37b1c,gpt-4-o-37b1c,Performance,gpt-41,0.0,acd8e185-a9d2-4cb7-a219-71158c0f122a,llm_score,0.0,1
114ba2fa-8bae-4e19-8f46-3fbef23b4a98,BitNet,8ed9280e-5342-4800-91a1-0e9e16f1a1fa,ggml.c:12582-13263,dbdc8097-737b-4b84-afeb-3654fcf37b1c,gpt-4-o-37b1c,Performance,gemini-v25-pro,0.0,acd8e185-a9d2-4cb7-a219-71158c0f122a,llm_score,0.0,1
114ba2fa-8bae-4e19-8f46-3fbef23b4a98,BitNet,8ed9280e-5342-4800-91a1-0e9e16f1a1fa,ggml.c:12582-13263,dbdc8097-737b-4b84-afeb-3654fcf37b1c,gpt-4-o-37b1c,Performance,claude-v37-sonnet,0.0,acd8e185-a9d2-4cb7-a219-71158c0f122a,llm_score,0.0,1
114ba2fa-8bae-4e19-8f46-3fbef23b4a98,BitNet,8ed9280e-5342-4800-91a1-0e9e16f1a1fa,ggml.c:12582-13263,dbdc8097-737b-4b84-afeb-3654fcf37b1c,gpt-4-o-37b1c,Quality,gpt-41,1.5,5d45ab71-6ae3-454f-b2c8-215fd636ce42,llm_score,1.5,1
114ba2fa-8bae-4e19-8f46-3fbef23b4a98,BitNet,8ed9280e-5342-4800-91a1-0e9e16f1a1fa,ggml.c:12582-13263,dbdc8097-737b-4b84-afeb-3654fcf37b1c,gpt-4-o-37b1c,Quality,gemini-v25-pro,-1.0,5d45ab71-6ae3-454f-b2c8-215fd636ce42,llm_score,-1.0,1
114ba2fa-8bae-4e19-8f46-3fbef23b4a98,BitNet,8ed9280e-5342-4800-91a1-0e9e16f1a1fa,ggml.c:12582-13263,dbdc8097-737b-4b84-afeb-3654fcf37b1c,gpt-4-o-37b1c,Quality,claude-v37-sonnet,0.0,5d45ab71-6ae3-454f-b2c8-215fd636ce42,llm_score,0.0,1
114ba2fa-8bae-4e19-8f46-3fbef23b4a98,BitNet,8ed9280e-5342-4800-91a1-0e9e16f1a1fa,ggml.c:12582-13263,e82620a5-5d91-4fb9-9954-582ba45b271c,gpt-4-o-b271c,Performance,gpt-41,0.0,acd8e185-a9d2-4cb7-a219-71158c0f122a,llm_score,0.0,1
114ba2fa-8bae-4e19-8f46-3fbef23b4a98,BitNet,8ed9280e-5342-4800-91a1-0e9e16f1a1fa,ggml.c:12582-13263,e82620a5-5d91-4fb9-9954-582ba45b271c,gpt-4-o-b271c,Performance,gemini-v25-pro,0.0,acd8e185-a9d2-4cb7-a219-71158c0f122a,llm_score,0.0,1
114ba2fa-8bae-4e19-8f46-3fbef23b4a98,BitNet,8ed9280e-5342-4800-91a1-0e9e16f1a1fa,ggml.c:12582-13263,e82620a5-5d91-4fb9-9954-582ba45b271c,gpt-4-o-b271c,Performance,claude-v37-sonnet,1.5,acd8e185-a9d2-4cb7-a219-71158c0f122a,llm_score,1.5,1
114ba2fa-8bae-4e19-8f46-3fbef23b4a98,BitNet,8ed9280e-5342-4800-91a1-0e9e16f1a1fa,ggml.c:12582-13263,e82620a5-5d91-4fb9-9954-582ba45b271c,gpt-4-o-b271c,Quality,gpt-41,1.5,5d45ab71-6ae3-454f-b2c8-215fd636ce42,llm_score,1.5,1
114ba2fa-8bae-4e19-8f46-3fbef23b4a98,BitNet,8ed9280e-5342-4800-91a1-0e9e16f1a1fa,ggml.c:12582-13263,e82620a5-5d91-4fb9-9954-582ba45b271c,gpt-4-o-b271c,Quality,gemini-v25-pro,2.0,5d45ab71-6ae3-454f-b2c8-215fd636ce42,llm_score,2.0,1
114ba2fa-8bae-4e19-8f46-3fbef23b4a98,BitNet,8ed9280e-5342-4800-91a1-0e9e16f1a1fa,ggml.c:12582-13263,e82620a5-5d91-4fb9-9954-582ba45b271c,gpt-4-o-b271c,Quality,claude-v37-sonnet,1.0,5d45ab71-6ae3-454f-b2c8-215fd636ce42,llm_score,1.0,1
114ba2fa-8bae-4e19-8f46-3fbef23b4a98,BitNet,7ae24fc7-87f9-49bc-8d84-e6c46c31928e,ggml.c:17830-18193,616c9d76-eb88-40e1-92c7-c6fb7a818ea3,gpt-4-o-18ea3,Performance,gpt-41,1.0,acd8e185-a9d2-4cb7-a219-71158c0f122a,llm_score,1.0,1
114ba2fa-8bae-4e19-8f46-3fbef23b4a98,BitNet,7ae24fc7-87f9-49bc-8d84-e6c46c31928e,ggml.c:17830-18193,616c9d76-eb88-40e1-92c7-c6fb7a818ea3,gpt-4-o-18ea3,Performance,claude-v37-sonnet,2.0,acd8e185-a9d2-4cb7-a219-71158c0f122a,llm_score,2.0,1
114ba2fa-8bae-4e19-8f46-3fbef23b4a98,BitNet,7ae24fc7-87f9-49bc-8d84-e6c46c31928e,ggml.c:17830-18193,616c9d76-eb88-40e1-92c7-c6fb7a818ea3,gpt-4-o-18ea3,Performance,gemini-v25-pro,0.0,acd8e185-a9d2-4cb7-a219-71158c0f122a,llm_score,0.0,1
114ba2fa-8bae-4e19-8f46-3fbef23b4a98,BitNet,7ae24fc7-87f9-49bc-8d84-e6c46c31928e,ggml.c:17830-18193,616c9d76-eb88-40e1-92c7-c6fb7a818ea3,gpt-4-o-18ea3,Quality,gpt-41,-1.0,5d45ab71-6ae3-454f-b2c8-215fd636ce42,llm_score,-1.0,1
114ba2fa-8bae-4e19-8f46-3fbef23b4a98,BitNet,7ae24fc7-87f9-49bc-8d84-e6c46c31928e,ggml.c:17830-18193,616c9d76-eb88-40e1-92c7-c6fb7a818ea3,gpt-4-o-18ea3,Quality,claude-v37-sonnet,2.0,5d45ab71-6ae3-454f-b2c8-215fd636ce42,llm_score,2.0,1
114ba2fa-8bae-4e19-8f46-3fbef23b4a98,BitNet,7ae24fc7-87f9-49bc-8d84-e6c46c31928e,ggml.c:17830-18193,616c9d76-eb88-40e1-92c7-c6fb7a818ea3,gpt-4-o-18ea3,Quality,gemini-v25-pro,-2.0,5d45ab71-6ae3-454f-b2c8-215fd636ce42,llm_score,-2.0,1
114ba2fa-8bae-4e19-8f46-3fbef23b4a98,BitNet,7ae24fc7-87f9-49bc-8d84-e6c46c31928e,ggml.c:17830-18193,23219280-7985-4f59-a464-03a155698bf8,gpt-4-o-98bf8,Performance,gpt-41,2.0,acd8e185-a9d2-4cb7-a219-71158c0f122a,llm_score,2.0,1
114ba2fa-8bae-4e19-8f46-3fbef23b4a98,BitNet,7ae24fc7-87f9-49bc-8d84-e6c46c31928e,ggml.c:17830-18193,23219280-7985-4f59-a464-03a155698bf8,gpt-4-o-98bf8,Performance,claude-v37-sonnet,1.5,acd8e185-a9d2-4cb7-a219-71158c0f122a,llm_score,1.5,1
114ba2fa-8bae-4e19-8f46-3fbef23b4a98,BitNet,7ae24fc7-87f9-49bc-8d84-e6c46c31928e,ggml.c:17830-18193,23219280-7985-4f59-a464-03a155698bf8,gpt-4-o-98bf8,Performance,gemini-v25-pro,-1.0,acd8e185-a9d2-4cb7-a219-71158c0f122a,llm_score,-1.0,1
114ba2fa-8bae-4e19-8f46-3fbef23b4a98,BitNet,7ae24fc7-87f9-49bc-8d84-e6c46c31928e,ggml.c:17830-18193,23219280-7985-4f59-a464-03a155698bf8,gpt-4-o-98bf8,Quality,claude-v37-sonnet,1.5,5d45ab71-6ae3-454f-b2c8-215fd636ce42,llm_score,1.5,1
114ba2fa-8bae-4e19-8f46-3fbef23b4a98,BitNet,7ae24fc7-87f9-49bc-8d84-e6c46c31928e,ggml.c:17830-18193,23219280-7985-4f59-a464-03a155698bf8,gpt-4-o-98bf8,Quality,gpt-41,1.5,5d45ab71-6ae3-454f-b2c8-215fd636ce42,llm_score,1.5,1
114ba2fa-8bae-4e19-8f46-3fbef23b4a98,BitNet,7ae24fc7-87f9-49bc-8d84-e6c46c31928e,ggml.c:17830-18193,23219280-7985-4f59-a464-03a155698bf8,gpt-4-o-98bf8,Quality,gemini-v25-pro,1.5,5d45ab71-6ae3-454f-b2c8-215fd636ce42,llm_score,1.5,1
114ba2fa-8bae-4e19-8f46-3fbef23b4a98,BitNet,7ae24fc7-87f9-49bc-8d84-e6c46c31928e,ggml.c:17830-18193,144c021d-34cb-4a21-af6a-aff747160dfe,gpt-4-o-60dfe,Performance,gpt-41,1.0,acd8e185-a9d2-4cb7-a219-71158c0f122a,llm_score,1.0,1
114ba2fa-8bae-4e19-8f46-3fbef23b4a98,BitNet,7ae24fc7-87f9-49bc-8d84-e6c46c31928e,ggml.c:17830-18193,144c021d-34cb-4a21-af6a-aff747160dfe,gpt-4-o-60dfe,Performance,claude-v37-sonnet,1.5,acd8e185-a9d2-4cb7-a219-71158c0f122a,llm_score,1.5,1
114ba2fa-8bae-4e19-8f46-3fbef23b4a98,BitNet,7ae24fc7-87f9-49bc-8d84-e6c46c31928e,ggml.c:17830-18193,144c021d-34cb-4a21-af6a-aff747160dfe,gpt-4-o-60dfe,Performance,gemini-v25-pro,-1.0,acd8e185-a9d2-4cb7-a219-71158c0f122a,llm_score,-1.0,1
114ba2fa-8bae-4e19-8f46-3fbef23b4a98,BitNet,7ae24fc7-87f9-49bc-8d84-e6c46c31928e,ggml.c:17830-18193,144c021d-34cb-4a21-af6a-aff747160dfe,gpt-4-o-60dfe,Quality,gpt-41,-1.0,5d45ab71-6ae3-454f-b2c8-215fd636ce42,llm_score,-1.0,1
114ba2fa-8bae-4e19-8f46-3fbef23b4a98,BitNet,7ae24fc7-87f9-49bc-8d84-e6c46c31928e,ggml.c:17830-18193,144c021d-34cb-4a21-af6a-aff747160dfe,gpt-4-o-60dfe,Quality,claude-v37-sonnet,2.0,5d45ab71-6ae3-454f-b2c8-215fd636ce42,llm_score,2.0,1
114ba2fa-8bae-4e19-8f46-3fbef23b4a98,BitNet,7ae24fc7-87f9-49bc-8d84-e6c46c31928e,ggml.c:17830-18193,144c021d-34cb-4a21-af6a-aff747160dfe,gpt-4-o-60dfe,Quality,gemini-v25-pro,-2.0,5d45ab71-6ae3-454f-b2c8-215fd636ce42,llm_score,-2.0,1
114ba2fa-8bae-4e19-8f46-3fbef23b4a98,BitNet,7ae24fc7-87f9-49bc-8d84-e6c46c31928e,ggml.c:17830-18193,05dc2589-8b4f-4de3-bb1f-59752c1bb032,gpt-4-o-bb032,Performance,gemini-v25-pro,-1.0,acd8e185-a9d2-4cb7-a219-71158c0f122a,llm_score,-1.0,1
114ba2fa-8bae-4e19-8f46-3fbef23b4a98,BitNet,7ae24fc7-87f9-49bc-8d84-e6c46c31928e,ggml.c:17830-18193,05dc2589-8b4f-4de3-bb1f-59752c1bb032,gpt-4-o-bb032,Performance,claude-v37-sonnet,1.5,acd8e185-a9d2-4cb7-a219-71158c0f122a,llm_score,1.5,1
114ba2fa-8bae-4e19-8f46-3fbef23b4a98,BitNet,7ae24fc7-87f9-49bc-8d84-e6c46c31928e,ggml.c:17830-18193,05dc2589-8b4f-4de3-bb1f-59752c1bb032,gpt-4-o-bb032,Performance,gpt-41,1.0,acd8e185-a9d2-4cb7-a219-71158c0f122a,llm_score,1.0,1
114ba2fa-8bae-4e19-8f46-3fbef23b4a98,BitNet,7ae24fc7-87f9-49bc-8d84-e6c46c31928e,ggml.c:17830-18193,05dc2589-8b4f-4de3-bb1f-59752c1bb032,gpt-4-o-bb032,Quality,gpt-41,1.0,5d45ab71-6ae3-454f-b2c8-215fd636ce42,llm_score,1.0,1
114ba2fa-8bae-4e19-8f46-3fbef23b4a98,BitNet,7ae24fc7-87f9-49bc-8d84-e6c46c31928e,ggml.c:17830-18193,05dc2589-8b4f-4de3-bb1f-59752c1bb032,gpt-4-o-bb032,Quality,gemini-v25-pro,1.7999999999999998,5d45ab71-6ae3-454f-b2c8-215fd636ce42,llm_score,1.7999999999999998,1
114ba2fa-8bae-4e19-8f46-3fbef23b4a98,BitNet,7ae24fc7-87f9-49bc-8d84-e6c46c31928e,ggml.c:17830-18193,05dc2589-8b4f-4de3-bb1f-59752c1bb032,gpt-4-o-bb032,Quality,claude-v37-sonnet,1.7999999999999998,5d45ab71-6ae3-454f-b2c8-215fd636ce42,llm_score,1.7999999999999998,1
114ba2fa-8bae-4e19-8f46-3fbef23b4a98,BitNet,3a137da2-31e7-413b-ac00-8eecbd731a13,ggml.c:3507-3509,c5acf1fa-a350-4bac-9533-8b2434ea9a59,gpt-4-o-a9a59,Performance,gemini-v25-pro,0.0,acd8e185-a9d2-4cb7-a219-71158c0f122a,llm_score,0.0,1
114ba2fa-8bae-4e19-8f46-3fbef23b4a98,BitNet,3a137da2-31e7-413b-ac00-8eecbd731a13,ggml.c:3507-3509,c5acf1fa-a350-4bac-9533-8b2434ea9a59,gpt-4-o-a9a59,Performance,claude-v37-sonnet,0.0,acd8e185-a9d2-4cb7-a219-71158c0f122a,llm_score,0.0,1
114ba2fa-8bae-4e19-8f46-3fbef23b4a98,BitNet,3a137da2-31e7-413b-ac00-8eecbd731a13,ggml.c:3507-3509,c5acf1fa-a350-4bac-9533-8b2434ea9a59,gpt-4-o-a9a59,Performance,gpt-41,0.0,acd8e185-a9d2-4cb7-a219-71158c0f122a,llm_score,0.0,1
114ba2fa-8bae-4e19-8f46-3fbef23b4a98,BitNet,3a137da2-31e7-413b-ac00-8eecbd731a13,ggml.c:3507-3509,c5acf1fa-a350-4bac-9533-8b2434ea9a59,gpt-4-o-a9a59,Quality,gpt-41,1.0,5d45ab71-6ae3-454f-b2c8-215fd636ce42,llm_score,1.0,1
114ba2fa-8bae-4e19-8f46-3fbef23b4a98,BitNet,3a137da2-31e7-413b-ac00-8eecbd731a13,ggml.c:3507-3509,c5acf1fa-a350-4bac-9533-8b2434ea9a59,gpt-4-o-a9a59,Quality,gemini-v25-pro,-1.0,5d45ab71-6ae3-454f-b2c8-215fd636ce42,llm_score,-1.0,1
114ba2fa-8bae-4e19-8f46-3fbef23b4a98,BitNet,3a137da2-31e7-413b-ac00-8eecbd731a13,ggml.c:3507-3509,c5acf1fa-a350-4bac-9533-8b2434ea9a59,gpt-4-o-a9a59,Quality,claude-v37-sonnet,1.0,5d45ab71-6ae3-454f-b2c8-215fd636ce42,llm_score,1.0,1
114ba2fa-8bae-4e19-8f46-3fbef23b4a98,BitNet,3a137da2-31e7-413b-ac00-8eecbd731a13,ggml.c:3507-3509,026e0d96-9104-4f4b-b78f-fe4059e58de3,gpt-4-o-58de3,Performance,gpt-41,0.0,acd8e185-a9d2-4cb7-a219-71158c0f122a,llm_score,0.0,1
114ba2fa-8bae-4e19-8f46-3fbef23b4a98,BitNet,3a137da2-31e7-413b-ac00-8eecbd731a13,ggml.c:3507-3509,026e0d96-9104-4f4b-b78f-fe4059e58de3,gpt-4-o-58de3,Performance,claude-v37-sonnet,0.0,acd8e185-a9d2-4cb7-a219-71158c0f122a,llm_score,0.0,1
114ba2fa-8bae-4e19-8f46-3fbef23b4a98,BitNet,3a137da2-31e7-413b-ac00-8eecbd731a13,ggml.c:3507-3509,026e0d96-9104-4f4b-b78f-fe4059e58de3,gpt-4-o-58de3,Performance,gemini-v25-pro,0.0,acd8e185-a9d2-4cb7-a219-71158c0f122a,llm_score,0.0,1
114ba2fa-8bae-4e19-8f46-3fbef23b4a98,BitNet,3a137da2-31e7-413b-ac00-8eecbd731a13,ggml.c:3507-3509,026e0d96-9104-4f4b-b78f-fe4059e58de3,gpt-4-o-58de3,Quality,gpt-41,1.0,5d45ab71-6ae3-454f-b2c8-215fd636ce42,llm_score,1.0,1
114ba2fa-8bae-4e19-8f46-3fbef23b4a98,BitNet,3a137da2-31e7-413b-ac00-8eecbd731a13,ggml.c:3507-3509,026e0d96-9104-4f4b-b78f-fe4059e58de3,gpt-4-o-58de3,Quality,claude-v37-sonnet,1.0,5d45ab71-6ae3-454f-b2c8-215fd636ce42,llm_score,1.0,1
114ba2fa-8bae-4e19-8f46-3fbef23b4a98,BitNet,3a137da2-31e7-413b-ac00-8eecbd731a13,ggml.c:3507-3509,026e0d96-9104-4f4b-b78f-fe4059e58de3,gpt-4-o-58de3,Quality,gemini-v25-pro,-1.0,5d45ab71-6ae3-454f-b2c8-215fd636ce42,llm_score,-1.0,1
114ba2fa-8bae-4e19-8f46-3fbef23b4a98,BitNet,3a137da2-31e7-413b-ac00-8eecbd731a13,ggml.c:3507-3509,81644277-267e-45c3-8deb-021f13fec99c,gpt-4-o-ec99c,Performance,gemini-v25-pro,0.0,acd8e185-a9d2-4cb7-a219-71158c0f122a,llm_score,0.0,1
114ba2fa-8bae-4e19-8f46-3fbef23b4a98,BitNet,3a137da2-31e7-413b-ac00-8eecbd731a13,ggml.c:3507-3509,81644277-267e-45c3-8deb-021f13fec99c,gpt-4-o-ec99c,Performance,claude-v37-sonnet,0.0,acd8e185-a9d2-4cb7-a219-71158c0f122a,llm_score,0.0,1
114ba2fa-8bae-4e19-8f46-3fbef23b4a98,BitNet,3a137da2-31e7-413b-ac00-8eecbd731a13,ggml.c:3507-3509,81644277-267e-45c3-8deb-021f13fec99c,gpt-4-o-ec99c,Performance,gpt-41,0.0,acd8e185-a9d2-4cb7-a219-71158c0f122a,llm_score,0.0,1
114ba2fa-8bae-4e19-8f46-3fbef23b4a98,BitNet,3a137da2-31e7-413b-ac00-8eecbd731a13,ggml.c:3507-3509,81644277-267e-45c3-8deb-021f13fec99c,gpt-4-o-ec99c,Quality,gpt-41,1.0,5d45ab71-6ae3-454f-b2c8-215fd636ce42,llm_score,1.0,1
114ba2fa-8bae-4e19-8f46-3fbef23b4a98,BitNet,3a137da2-31e7-413b-ac00-8eecbd731a13,ggml.c:3507-3509,81644277-267e-45c3-8deb-021f13fec99c,gpt-4-o-ec99c,Quality,gemini-v25-pro,0.0,5d45ab71-6ae3-454f-b2c8-215fd636ce42,llm_score,0.0,1
114ba2fa-8bae-4e19-8f46-3fbef23b4a98,BitNet,3a137da2-31e7-413b-ac00-8eecbd731a13,ggml.c:3507-3509,81644277-267e-45c3-8deb-021f13fec99c,gpt-4-o-ec99c,Quality,claude-v37-sonnet,1.0,5d45ab71-6ae3-454f-b2c8-215fd636ce42,llm_score,1.0,1
114ba2fa-8bae-4e19-8f46-3fbef23b4a98,BitNet,3a137da2-31e7-413b-ac00-8eecbd731a13,ggml.c:3507-3509,2ef3c29a-3b90-4ffb-ae9e-fa5f29b937ff,gpt-4-o-937ff,Performance,gpt-41,0.0,acd8e185-a9d2-4cb7-a219-71158c0f122a,llm_score,0.0,1
